train_loss,train_error,test_loss,test_error,epoch
8.176168890898865e-06,0.0014764937934362227,1.3619857522176712e-05,0.001555394214977111,0
1.46008790882964e-05,0.0015254293016537471,1.7244047869878288e-05,0.0015561011553342854,1
1.570899416105089e-05,0.0015263456971970973,1.7586436505163355e-05,0.0015568080790606992,2
1.609461762402336e-05,0.0015263456971970973,1.7129969169868025e-05,0.0015568080790606992,3
1.605249814962951e-05,0.0015263456971970973,1.715592718807914e-05,0.0015568080790606992,4
1.616339967666944e-05,0.0015263456971970973,1.8041810887682785e-05,0.0015568080790606992,5
1.626983939112742e-05,0.0015263456971970973,1.7549959531087162e-05,0.0015568080790606992,6
1.6150420648315316e-05,0.0015263456971970973,1.719408464850858e-05,0.0015568080790606992,7
1.6241322824768117e-05,0.0015263456971970973,1.7242281371311818e-05,0.0015568080790606992,8
1.6447557687502854e-05,0.0015263456971970973,1.753516620997938e-05,0.0015568080790606992,9
