train_loss,train_error,test_loss,test_error,epoch
3.677293469718279e-05,0.002069897897541523,3.840401716713261e-05,0.002074933030627786,0
3.8271149256615896e-05,0.0020766489086672664,3.810141361244614e-05,0.002074933030627786,1
3.834054660546826e-05,0.0020766489086672664,3.8243080318410186e-05,0.002074933030627786,2
3.8369298599718605e-05,0.0020766489086672664,3.832678270382097e-05,0.002074933030627786,3
3.83189098793082e-05,0.0020766489086672664,3.8216633136413754e-05,0.002074933030627786,4
3.83474925547489e-05,0.0020766489086672664,3.831021430891096e-05,0.002074933030627786,5
3.838343571987934e-05,0.0020766489086672664,3.818844012880979e-05,0.002074933030627786,6
3.833759234112222e-05,0.0020766489086672664,3.8295755883963364e-05,0.002074933030627786,7
3.829519246937707e-05,0.0020766489086672664,3.8318890715128785e-05,0.002074933030627786,8
3.8396168376493734e-05,0.0020766489086672664,3.823870712140989e-05,0.002074933030627786,9
